Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2012";"Zeeland";"?";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2013";"Zeeland";"3350";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2014";"Zeeland";"3200";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2015";"Zeeland";"3150";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2016";"Zeeland";"3090";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2017";"Zeeland";"3000";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2018";"Zeeland";"2940";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2019";"Zeeland";"2840";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2020";"Zeeland";"2870";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2021";"Zeeland";"3070";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2022";"Zeeland";"2830";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2023";"Zeeland";"2780";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2024";"Zeeland";"2850";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1a Gemiddeld aardgasverbruik alle woningen";"Gemiddeld aardgasverbruik alle woningen (weergecorrigeerd)";"m3";"2024";"Zeeland";"1010";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1b Gemiddeld elektriciteitsverbruik alle woningen";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2024";"Zeeland";"2510";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1c Gemiddeld aardgas huurwoningen";"Gemiddeld aardgasverbruik huurwoningen (weergecorrigeerd)";"m3";"2024";"Zeeland";"840";"Berekening totaalverbruik woningen o.b.v. gemiddeld verbruik en aantal woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1d Gemiddeld aardgas koopwoningen";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2024";"Zeeland";"1090";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1e Gemiddeld elektriciteit huurwoningen";"Gemiddeld elektriciteitsverbruik huurwoningen, geleverd via openbaar net";"kWh";"2024";"Zeeland";"1820";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1f Gemiddeld elektriciteit koopwoningen";"Gemiddeld elektriciteitsverbruik koopwoningen, geleverd via openbaar net";"kWh";"2024";"Zeeland";"2850";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.2 Woningen zonder aardgasverbruik (%)";"Percentage woningen zonder aardgasverbruik";"%";"2024";"Zeeland";"5,9";"CBS - Statistiek hoofdverwarmingsinstallaties woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.3 Aantal woningen met stadsverwarming (benadering)";"Aantal woningen met stadsverwarming (benadering)";"aantal";"2024";"Zeeland";"960";"CBS - Statistiek hoofdverwarmingsinstallaties woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.4 Energieverbruik bedrijven en instellingen";"Totaal aardgasverbruik alle bedrijven en instellingen excl. verbruik Energievoorziening, SBI D (TJ)";"TJ";"2010";"Zeeland";"103316,13945";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"3.3 Resultaten gebouwde omgeving";"3.3.4 Energieverbruik bedrijven en instellingen";"Totaal aardgasverbruik alle bedrijven en instellingen excl. verbruik Energievoorziening, SBI D (TJ)";"TJ";"2011";"Zeeland";"107161,7727";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"3.3 Resultaten gebouwde omgeving";"3.3.4 Energieverbruik bedrijven en instellingen";"Totaal aardgasverbruik alle bedrijven en instellingen excl. verbruik Energievoorziening, SBI D (TJ)";"TJ";"2012";"Zeeland";"111349,764";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"3.3 Resultaten gebouwde omgeving";"3.3.4 Energieverbruik bedrijven en instellingen";"Totaal aardgasverbruik alle bedrijven en instellingen excl. verbruik Energievoorziening, SBI D (TJ)";"TJ";"2013";"Zeeland";"110063,79285";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"3.3 Resultaten gebouwde omgeving";"3.3.4 Energieverbruik bedrijven en instellingen";"Totaal aardgasverbruik alle bedrijven en instellingen excl. verbruik Energievoorziening, SBI D (TJ)";"TJ";"2014";"Zeeland";"87768,01365";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"3.3 Resultaten gebouwde omgeving";"3.3.4 Energieverbruik bedrijven en instellingen";"Totaal aardgasverbruik alle bedrijven en instellingen excl. verbruik Energievoorziening, SBI D (TJ)";"TJ";"2015";"Zeeland";"95964,16095";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
