Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2024";"Zeeland";"2117,6244";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2010";"Zeeland";"8482,57200539001";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2011";"Zeeland";"8265,66823102812";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2012";"Zeeland";"8081,67494918599";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2013";"Zeeland";"8039,22468956845";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2014";"Zeeland";"7991,27817316303";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2015";"Zeeland";"7728,78425838323";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2016";"Zeeland";"7533,79518609486";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2017";"Zeeland";"7419,76821864761";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2018";"Zeeland";"7552,30479837259";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2019";"Zeeland";"7512,73767593498";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2020";"Zeeland";"7605,11900733074";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2021";"Zeeland";"7584,69311785866";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2022";"Zeeland";"6396,41597866012";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2023";"Zeeland";"5591,11706512266";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Totaal aardgasverbruik woningen (weergecorrigeerd)";"TJ";"2024";"Zeeland";"5766,18462307398";"CBS - Statistiek energieverbruik woningen";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2010";"Zeeland";"1460,48925";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2011";"Zeeland";"1299,13755";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2012";"Zeeland";"1356,2658";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2013";"Zeeland";"1475,23815";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2014";"Zeeland";"1137,4377";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2015";"Zeeland";"1272,48825";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2016";"Zeeland";"1204,94715";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2017";"Zeeland";"1122,17151321711";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2018";"Zeeland";"1093,46467045306";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2019";"Zeeland";"1036,73578391519";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2020";"Zeeland";"766,916968887419";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2021";"Zeeland";"1037,91323453519";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2022";"Zeeland";"871,3878";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2023";"Zeeland";"805,75369938207";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Publieke dienstverlening";"TJ";"2024";"Zeeland";"717,974668231888";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2010";"Zeeland";"1928,59275";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2011";"Zeeland";"1753,5999";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2012";"Zeeland";"2186,98335";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2013";"Zeeland";"2098,55325";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2014";"Zeeland";"1757,841";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2015";"Zeeland";"2023,13668622583";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2016";"Zeeland";"2133,0201";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2017";"Zeeland";"2025,31515";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2018";"Zeeland";"2025,3468";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2019";"Zeeland";"1928,2888326747";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2020";"Zeeland";"1513,47135";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2021";"Zeeland";"1862,286";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
