Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2016";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2017";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2018";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2019";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2020";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2021";"Zeeland";"8181,99308416814";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen verbruiksbenadering (1.1.1 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen verbruiksbenadering";"kton CO2-equivalent";"2022";"Zeeland";"6728,40556161941";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2015";"Zeeland";"15298,3572888378";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2016";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2017";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2018";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2019";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2020";"Zeeland";"13407,5439974814";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2021";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2022";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal emissies broeikasgassen bronbenadering (1.1.2 + 1.1.3 +1.1.4)";"Totaal emissies broeikasgassen bronbenadering";"kton CO2-equivalent";"2023";"Zeeland";"10752,8876917058";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2010";"Zeeland";"10034,7215354676";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2011";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2012";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2013";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2014";"Zeeland";"x";"";"";
